veracityAccuracy,veracityPrediction,veracityPrecision,veracityRecall,veracityf1,veracitySupport,binaryAccuracy,binaryPrediction,binaryPrecision,binaryRecall,binaryf1,binarySupport,authortypeAccuracy,authortypePrediction,authortypePrecision,authortypeRecall,authortypef1,authortypeSupport,WordCnt,SyllableCnt,InDictCnt,sentimentPrediction,sentimentAccuracy,sentimentRecall,sentimentPrecision,sentimentSupport,sentimentf1
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,281,401,90,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,756,1015,139,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,2,0.43,0.47,0.45,2558,1333,1635,295,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,6439,9293,1191,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,4229,5705,766,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,565,743,163,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,141,196,56,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,236,270,49,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,2,0.43,0.47,0.45,2558,426,564,111,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,2674,3361,446,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,206,313,63,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1198,1433,279,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,945,1367,244,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,885,1217,233,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,367,492,95,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,5057,6475,827,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,2165,2719,411,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,173,175,3,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,687,1022,195,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,458,574,119,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,316,457,118,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1465,1711,272,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,1,0.69,0.66,0.68,6820,1623,2771,565,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,142,206,33,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,326,506,95,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,215,263,79,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,380,516,110,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,268,425,79,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1169,1475,241,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,1983,2644,428,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,710,838,146,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,717,880,207,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,1,0.69,0.66,0.68,6820,438,593,135,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,205,291,49,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,599,919,132,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,1,0.69,0.66,0.68,6820,705,1018,198,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,2,0.43,0.47,0.45,2558,501,683,135,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,355,473,88,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1823,2571,423,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1291,1861,239,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,817,1146,213,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,303,456,117,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,11392,16175,1624,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,0,0.74,0.73,0.73,6624,681,1083,253,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,0,0.74,0.73,0.73,6624,588,835,142,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,1,0.69,0.66,0.68,6820,1623,2769,564,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1100,1356,264,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,4717,6496,744,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,503,654,112,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,433,697,115,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,320,444,94,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,1,0.69,0.66,0.68,6820,380,519,132,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,0,0.74,0.73,0.73,6624,639,745,141,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,701,901,197,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,535,758,156,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,706,1037,197,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,1294,1773,299,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,1,0.69,0.66,0.68,6820,265,340,78,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,1566,1812,238,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,667,699,113,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,932,1295,203,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1161,1560,277,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1452,2068,348,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,978,1213,250,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,1287,1262,0,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,430,593,130,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1216,1626,295,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,573,718,114,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,386,516,124,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,537,728,141,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,620,876,180,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1173,1551,320,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,87,128,30,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1054,1328,212,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,174,273,59,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,427,544,132,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,158,221,45,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1050,1395,279,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,744,1021,182,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,653,893,193,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,543,887,126,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,476,664,147,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,197,282,72,f,0.6423,0.56797,0.67152,5039,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,903,1054,230,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1072,1582,235,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1012,1337,265,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,1,0.69,0.66,0.68,6820,494,799,171,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,3,0.93,0.92,0.92,4037,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1830,2275,322,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,1,0.78,0.82,0.8,3988,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,483,685,145,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,567,775,140,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,228,276,58,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,2,0.78,0.75,0.76,4047,0.9186976627921508,1,0.91,0.88,0.89,8084,0.7544681914760655,1,0.69,0.66,0.68,6820,1155,1513,304,t,0.6423,0.7178,0.6206,4961,0.6657
0.8953880764904387,0,0.96,0.96,0.96,3930,0.9186976627921508,0,0.88,0.91,0.89,7918,0.7544681914760655,0,0.74,0.73,0.73,6624,115,190,46,f,0.6423,0.56797,0.67152,5039,0.6657
